user_id,preferred_category,secondary_category,age_group,loyalty_tier
A3AH2DOJTA4185,Audio,Networking,45-54,Platinum
A309N2CKFQKOWL,Gaming,Networking,35-44,Bronze
A143LP1X1SH7XJ,Camera,Audio,45-54,Silver
A3HXAD10WOP5Q6,Computers,Networking,25-34,Silver
A3TQEF7QWHABGE,Wearables,Electronics,35-44,Bronze
A1C4RUT5BWM3R9,Audio,Audio,45-54,Bronze
A23UFEVSV8IBPQ,Wearables,Computers,55+,Platinum
A2WZLKX8HWSYSF,Gaming,Wearables,25-34,Platinum
ALWFRJ1ZMVCOT,Networking,Audio,55+,Gold
A3LNEVFHMMEPCH,Mobile,Mobile,18-24,Platinum
A1JAE7V6WH3IXH,Networking,Computers,35-44,Platinum
A3PEIFWAV66ANZ,Wearables,Gaming,35-44,Bronze
APY67YGMFQMRR,Networking,Wearables,25-34,Bronze
AT7KQJZWB6RY9,Wearables,Mobile,18-24,Platinum
A2R1VEY6R23CUT,Gaming,Audio,55+,Gold
A1MT6X1LTGMZKN,Networking,Wearables,35-44,Platinum
A22RSVIZEE0RRQ,Gaming,Mobile,55+,Silver
A18T932ZUUP7QX,Networking,Mobile,18-24,Gold
ADYBD3WMDGODK,Networking,Audio,18-24,Gold
A2RJAM98U9KA38,Wearables,Electronics,55+,Gold
A2LLS2VWQPVJCN,Electronics,Networking,55+,Gold
AR7CESR484YEP,Mobile,Computers,25-34,Bronze
AH7W5U8YPQEPO,Camera,Gaming,55+,Silver
AJKKQHIOP1I8N,Electronics,Mobile,18-24,Gold
A2I0TNO3W304Q6,Electronics,Gaming,55+,Bronze
A1ALGV07OYQ07H,Mobile,Mobile,18-24,Bronze
A1GYVUF1CCZZ4I,Computers,Electronics,55+,Silver
A13E0ARAXI6KJW,Electronics,Electronics,45-54,Silver
AAAC7XCR7UORM,Mobile,Electronics,25-34,Platinum
A3NWNRE233O85B,Camera,Networking,18-24,Platinum
A1Y57CKRWE1XFP,Mobile,Audio,35-44,Gold
A1B5GWCQNKTE64,Gaming,Camera,55+,Platinum
A1IHMBWAX6UKO4,Camera,Networking,25-34,Platinum
AY7L9D5GDZ752,Audio,Wearables,35-44,Gold
A1DNPLMNVO9PZ3,Camera,Camera,45-54,Silver
A3IC3KY22WU7JT,Audio,Mobile,45-54,Gold
A2QIUF8BNLVXQ8,Gaming,Wearables,35-44,Silver
A1LT3F95V4ZFT3,Computers,Networking,25-34,Silver
A3DYOLS5H3WZ4C,Electronics,Computers,55+,Platinum
A3R5H1C29XBGMW,Audio,Wearables,18-24,Silver
A307S2HMVCJ8OJ,Gaming,Networking,45-54,Silver
A2K72BT4UKH0LP,Audio,Networking,25-34,Gold
A31ZR64SCTPHPR,Gaming,Camera,55+,Bronze
A3C2WJIKXLBHQT,Networking,Computers,18-24,Platinum
A23S4874SJ9LZ5,Electronics,Mobile,45-54,Platinum
ARPKUB4Z83RV3,Mobile,Networking,18-24,Platinum
A1XIV1ZE2WOCPR,Computers,Camera,25-34,Gold
A1XCO4HL2JYNWU,Networking,Camera,35-44,Bronze
A71Z9883YHWOH,Computers,Wearables,18-24,Silver
A20W55PTAUBWZK,Computers,Computers,45-54,Silver
A26LXL56W9LBFB,Electronics,Audio,25-34,Bronze
A29G75YOG3SOW2,Camera,Computers,25-34,Bronze
A3Q422EBJ9ADAI,Gaming,Wearables,18-24,Gold
A3FH11OROMRO50,Gaming,Camera,25-34,Gold
A22ON042ZELK1J,Mobile,Gaming,35-44,Bronze
A1FEHBS9FRTQVE,Camera,Audio,45-54,Bronze
A1QP39TOERF9OZ,Mobile,Wearables,18-24,Gold
A28OXSOZS43ZO1,Networking,Audio,25-34,Bronze
A2CPFOCLMSP299,Networking,Gaming,55+,Silver
A3ER7RZMSMME1F,Computers,Camera,35-44,Silver
AKAYLEF5U5XVM,Electronics,Mobile,35-44,Bronze
A13AJO51ACF9YM,Mobile,Wearables,25-34,Platinum
A3H5QY22APNMBG,Computers,Wearables,45-54,Platinum
A1IVUCWS4LXCRL,Electronics,Camera,18-24,Platinum
AR9XYZ13R8Y2O,Mobile,Networking,35-44,Gold
A2GYIMKXRYNEKI,Mobile,Electronics,35-44,Platinum
A260QO4NRA4PUW,Audio,Gaming,35-44,Bronze
A3QRXHUWF2NWH6,Mobile,Mobile,45-54,Bronze
AT6K82VVXQSXS,Gaming,Wearables,35-44,Platinum
A2SARO8ED9P3GM,Camera,Electronics,25-34,Platinum
AIYO8T792P16F,Mobile,Networking,45-54,Platinum
A1BY7ZXICCZAI4,Camera,Audio,45-54,Silver
A3DRVOHNGH9Z60,Networking,Computers,18-24,Platinum
A2YAYRTF02MG67,Wearables,Gaming,55+,Gold
A2SWDVTMY49PL,Wearables,Camera,55+,Platinum
A244ODGWRUZCD2,Wearables,Computers,35-44,Silver
A2AGFIECS7XZ90,Audio,Networking,55+,Platinum
A3ITCKZPT7DVNP,Audio,Gaming,18-24,Platinum
AUIAJ9ZGMGWLV,Gaming,Networking,18-24,Silver
A1G69RO3TB6LFZ,Networking,Wearables,45-54,Platinum
A3MG5APMS9WLKS,Electronics,Networking,55+,Silver
A3922C2IZWR09A,Electronics,Networking,35-44,Silver
A10XGSYPUMKVBB,Computers,Electronics,45-54,Platinum
AOVTLYTHVDNUX,Audio,Networking,25-34,Silver
A2WGIO96GU5F9F,Wearables,Audio,35-44,Bronze
A3CIUK1VMYF64O,Wearables,Electronics,55+,Silver
A3FQWVN4P85Y6T,Audio,Electronics,35-44,Gold
A1H4WLPFV59XMA,Audio,Networking,35-44,Gold
A1CXNRN3Q1C80H,Networking,Computers,35-44,Platinum
A3N1XZT70SFJ35,Audio,Networking,18-24,Platinum
A31397SXJE1HM0,Networking,Mobile,18-24,Silver
A30M6GW99Q00VM,Networking,Audio,45-54,Silver
A1Q7ZKP2NP7MYO,Mobile,Computers,45-54,Platinum
AUZFYKECFLWJP,Electronics,Gaming,18-24,Gold
AXH28ZY3YDPOX,Electronics,Camera,55+,Gold
A3HNPXNISM93XM,Networking,Computers,45-54,Platinum
A1WKG2HMEXAR41,Computers,Wearables,55+,Bronze
A2EB9X0EDW5UV6,Audio,Wearables,35-44,Silver
A2JWRCPR05V2ES,Audio,Computers,35-44,Gold
AXYI1Q46EUCNC,Wearables,Networking,55+,Platinum
A31K0HVPEKBZS7,Mobile,Mobile,35-44,Bronze
A3Q68KRSTGIJDK,Wearables,Computers,35-44,Silver
AAT35XAOGF724,Camera,Mobile,35-44,Platinum
A1WYVDXX21VETY,Networking,Audio,25-34,Platinum
A3IXKPPJ2SVFOB,Electronics,Camera,55+,Platinum
ATCUUQYLUSL9Q,Camera,Electronics,18-24,Silver
AH2P5F2I0KP4E,Gaming,Camera,25-34,Bronze
ACEWX1FA6IOHM,Mobile,Audio,45-54,Silver
A1UC9R0XRBJIXT,Computers,Networking,18-24,Silver
A1NKFHT8XNB1ZT,Computers,Audio,55+,Silver
A1OD8BHZO4NTY7,Wearables,Mobile,35-44,Silver
AI7HCHBNCGZ7X,Audio,Electronics,18-24,Gold
AEPPMA6JGZA15,Camera,Wearables,35-44,Gold
A2CCHWZ4NEU4Z3,Gaming,Mobile,45-54,Platinum
A2GQJ9VSQFDG01,Networking,Computers,18-24,Silver
A344SCD05Y1OBU,Camera,Camera,55+,Silver
A2P7HIPI39QHFN,Gaming,Audio,18-24,Silver
AQ1T22HB9B6UO,Wearables,Camera,35-44,Bronze
A1IXL1M36LCVOK,Camera,Camera,25-34,Silver
A2W92MBAVSOWLO,Electronics,Audio,18-24,Silver
A1TFM3Y2T1PYV3,Mobile,Electronics,55+,Gold
AY9RUS4OINBJU,Gaming,Networking,45-54,Platinum
A29W3LKUAHS4UL,Networking,Networking,45-54,Silver
A2T2M0IQGWYH42,Mobile,Networking,55+,Platinum
A2MHENDCCRUJVV,Electronics,Gaming,35-44,Gold
A348R9FN52XQP5,Mobile,Gaming,55+,Silver
A2JF94G7O0EV2K,Gaming,Camera,45-54,Bronze
A3VT726FEUAJHP,Networking,Audio,45-54,Silver
A10FDX1RWXLWRA,Networking,Computers,18-24,Silver
A3715HAIHY45EK,Computers,Mobile,35-44,Gold
A3HDUVH6N1CCF1,Camera,Audio,18-24,Silver
A13L8543HNHMH3,Gaming,Electronics,55+,Silver
A172WG6LPNDE9S,Gaming,Wearables,18-24,Bronze
A2O740E5T5TVY,Electronics,Networking,18-24,Silver
AGQYIFS6I8RTL,Audio,Camera,55+,Platinum
A35QJUYFL3RYIQ,Gaming,Audio,18-24,Silver
A3USU315KHBVJI,Computers,Gaming,55+,Platinum
A1JUFN0GG3MKYK,Networking,Gaming,35-44,Silver
ABLWLJ7ADQ6W6,Gaming,Wearables,25-34,Gold
A1ISK0X92M83I8,Electronics,Gaming,45-54,Silver
A1CKZRNTCQ7W5X,Computers,Mobile,18-24,Bronze
A2B8FQH2USUCPB,Electronics,Computers,55+,Platinum
AF7RI2CNQD55R,Networking,Camera,55+,Gold
AVB21A3LOSTCQ,Networking,Electronics,35-44,Gold
A1UVYL2G0XYX8W,Camera,Electronics,18-24,Gold
A39NNUR2LRP3K6,Computers,Audio,25-34,Silver
A1N6NYWCMTFS1L,Gaming,Mobile,25-34,Platinum
A3GJVS2JDDNBRI,Networking,Wearables,35-44,Platinum
A1XKCHZELFYG6D,Camera,Camera,55+,Platinum
A1SORZL733985Z,Networking,Wearables,25-34,Platinum
A3BHZL1K0TFI5,Wearables,Camera,25-34,Gold
AYZ062IW5W1N8,Camera,Audio,45-54,Silver
AON4F4E8WM348,Computers,Electronics,18-24,Bronze
AN6R39UMOT5EK,Computers,Camera,25-34,Platinum
A2J5PYS1WLV559,Computers,Mobile,55+,Gold
A2MDVIEKHGPJTU,Mobile,Wearables,55+,Silver
A2IVQKM93SS2WD,Wearables,Wearables,45-54,Platinum
AV7Y69MZQTWY4,Computers,Wearables,25-34,Gold
A2GO2DPX0E1NFN,Electronics,Electronics,45-54,Platinum
A21K0JYWBVVIZN,Camera,Camera,25-34,Gold
AIDGMYWK4UN9J,Computers,Networking,35-44,Silver
A3K59W3T8JL82,Mobile,Gaming,55+,Bronze
AJUAWA1RFR5Z5,Wearables,Gaming,45-54,Silver
A2U38NOF8C4MMH,Audio,Electronics,45-54,Platinum
A2LAGL8GDMIB32,Networking,Camera,18-24,Silver
A1BLPZ54A0P8O,Mobile,Audio,45-54,Platinum
A1P1X4FWW5HAYR,Camera,Gaming,35-44,Silver
AZ505YQE7561U,Mobile,Computers,35-44,Silver
A1OJNMQRKTK122,Gaming,Audio,55+,Silver
A3C0TQBK5GWKX9,Computers,Computers,35-44,Platinum
A30H2335OM7RD6,Wearables,Camera,45-54,Gold
ATYYLHCE5JCY7,Electronics,Electronics,18-24,Silver
A1MYV5SYW2YS8N,Networking,Wearables,55+,Gold
A3GZIMACNNQRGK,Camera,Computers,35-44,Platinum
A2CKN2U6SFHL5Z,Audio,Networking,45-54,Silver
A3MG8FSZ3QFT0Z,Electronics,Camera,35-44,Bronze
A1N8PNDWBIQ578,Gaming,Computers,55+,Gold
AR8MXBNP50EQ7,Electronics,Wearables,18-24,Gold
A2EIMEA56VETN9,Wearables,Camera,45-54,Bronze
A3JBUD14MV3W8P,Computers,Computers,18-24,Silver
A3TFPFZDXZ2OUY,Wearables,Wearables,45-54,Bronze
A302I5JX2549HZ,Computers,Computers,18-24,Platinum
A16LBTTU6ZR49E,Wearables,Electronics,18-24,Platinum
A1KUEWO6XA80IO,Audio,Gaming,45-54,Bronze
A2QNJF8H7ET7HH,Gaming,Camera,55+,Bronze
A3LKGG2GVQKW7C,Audio,Computers,45-54,Silver
A1KMHJNBCNJ7E6,Networking,Gaming,35-44,Silver
A3T1LY69AJNJ2Y,Audio,Electronics,18-24,Gold
A1GXOJYENYFP6W,Audio,Computers,35-44,Gold
A25IHJSH2A5I8Z,Mobile,Computers,45-54,Silver
A3GG6RQS0XSX6W,Computers,Wearables,25-34,Platinum
A2XSWCW099J942,Electronics,Wearables,18-24,Silver
A18XYVCNR720UC,Networking,Networking,55+,Gold
A1D97U0US5G7MA,Wearables,Electronics,25-34,Bronze
AYJJDQQ4EZ5V3,Networking,Mobile,18-24,Bronze
AT7VPL2K5KT0G,Mobile,Computers,18-24,Bronze
A2LHWSXI4R4GWN,Mobile,Electronics,45-54,Platinum
A67ZWFXTEX6TD,Audio,Electronics,45-54,Silver
A2TPAZLFEFKM4V,Wearables,Mobile,25-34,Gold
A2K6J5FD5GVL3K,Camera,Gaming,55+,Platinum
A1RG4IMCT618ZJ,Networking,Networking,18-24,Platinum
AGHVI8YO6FB9B,Audio,Wearables,18-24,Bronze
A2EXBLX2NSRL8X,Gaming,Wearables,55+,Gold
A3LZ4EJL0ZZB91,Gaming,Electronics,35-44,Platinum
A22TASV065UOCK,Wearables,Gaming,35-44,Platinum
AOA7KAHVHABBO,Wearables,Electronics,45-54,Silver
A29C2MCYZA5AKE,Wearables,Networking,25-34,Silver
A123ZZJHU3QAJW,Networking,Networking,45-54,Bronze
A66DVSZBDHH8T,Audio,Mobile,35-44,Bronze
AUS5X6IMFLJBD,Computers,Gaming,18-24,Platinum
AQI3TIJ3GPPB6,Audio,Networking,45-54,Platinum
A27WVDQKSKEOEJ,Mobile,Audio,18-24,Silver
ANJTYB0HP0ZMY,Wearables,Gaming,45-54,Gold
A1IPO4KOY2QKXT,Electronics,Gaming,45-54,Silver
A1TAGB0M2OXTQT,Gaming,Computers,18-24,Bronze
A3CFWZJPBCK1ZK,Audio,Mobile,25-34,Platinum
A3TRZ07O50FNND,Gaming,Electronics,45-54,Bronze
A2DQ2G3504O8W2,Camera,Mobile,35-44,Silver
AOF0DMEXSOEVS,Camera,Gaming,35-44,Bronze
A2F4IIXUB1I0H6,Wearables,Networking,45-54,Gold
A3AUH6ISRPJEUZ,Mobile,Camera,45-54,Silver
A1DJ13RNULB38L,Mobile,Audio,55+,Bronze
A19XPPYKAEUZ1J,Computers,Mobile,18-24,Gold
A11YK422CK71W8,Gaming,Networking,45-54,Gold
A3VRRU3RA6PPX4,Electronics,Wearables,55+,Bronze
A2F2FFCP2J3Z3O,Mobile,Networking,45-54,Platinum
A84H4Y952BMWW,Electronics,Wearables,45-54,Bronze
A1G5UT9USR9JIL,Gaming,Audio,18-24,Silver
ALZ8T6RAX4JV1,Mobile,Gaming,25-34,Bronze
A3HIC1MJGV9IYE,Mobile,Mobile,25-34,Bronze
A1SFC46L38VUSG,Audio,Networking,25-34,Silver
A2W6HR6T5GDIEX,Wearables,Networking,18-24,Bronze
A33ZC6ELIEG8I5,Mobile,Audio,25-34,Bronze
A2IQ9G22DAD7NZ,Electronics,Gaming,45-54,Platinum
AV4H4P7U4GI2D,Audio,Networking,25-34,Bronze
A1PLUQ6XNA9EXY,Electronics,Mobile,18-24,Platinum
A8FHUYYYSXSAA,Camera,Wearables,35-44,Platinum
A2M2WRJWXG4QSE,Electronics,Computers,18-24,Gold
A2B6I8TAV0EULU,Mobile,Computers,55+,Gold
A1EML0DQWFXF7J,Wearables,Mobile,25-34,Bronze
A1A1PSTP5IVYGW,Camera,Mobile,55+,Bronze
A106RL0NL536T6,Audio,Mobile,25-34,Bronze
A1NQ1IZYCLOD8J,Electronics,Computers,25-34,Bronze
A3HNH7IPKANEI8,Mobile,Electronics,25-34,Silver
A3S13SJXDG5YUY,Networking,Electronics,25-34,Bronze
A32LXABBZGCFKG,Camera,Gaming,55+,Platinum
A2D4HD82VLQ2EN,Mobile,Wearables,55+,Gold
A2XV2MXZNNTCOW,Camera,Gaming,45-54,Bronze
A107WMIXVFLZLZ,Audio,Mobile,45-54,Silver
A1J1ZD5C2PKFPV,Mobile,Audio,25-34,Platinum
A1UH6OL4FKNQ4Z,Networking,Networking,25-34,Bronze
A2HHX2QO1HPLW2,Computers,Computers,35-44,Silver
A2OTRQZCNARQDI,Electronics,Wearables,35-44,Bronze
A22BMXRZ842ZR4,Computers,Electronics,35-44,Gold
A3560R1VUQEH3X,Mobile,Mobile,45-54,Bronze
A2L3U427C51N68,Gaming,Gaming,45-54,Silver
A1RNTA8T6ETYZT,Electronics,Mobile,45-54,Gold
A1WWULBGFR2TGQ,Computers,Electronics,35-44,Gold
A1VQC0MWX3V260,Networking,Computers,18-24,Bronze
A2H2AZ2Y44BVCX,Wearables,Mobile,18-24,Platinum
A3QGKAOK4DQFYC,Mobile,Electronics,25-34,Silver
A2Y0IIUG63N1AN,Audio,Mobile,55+,Bronze
A1MBMOD1WE3PF7,Camera,Computers,25-34,Gold
A18RI9GJ1B39IF,Computers,Camera,55+,Gold
A1K1VNVC5ORSQ6,Computers,Audio,35-44,Silver
A56DJHDZOTJB7,Computers,Electronics,35-44,Silver
ABQ5NIWGPWA5J,Audio,Computers,55+,Bronze
A11YSNEBFQJLOS,Mobile,Gaming,18-24,Silver
A1ZTAKKHW1WZD5,Audio,Camera,18-24,Platinum
A21LUBE3LMGZ2U,Electronics,Wearables,25-34,Bronze
A2SER0RF45PIWH,Wearables,Audio,18-24,Bronze
A17SY05NPN8IF2,Camera,Wearables,18-24,Platinum
A27VYSSYTYYVI2,Mobile,Gaming,45-54,Gold
AFCUD9BNQTFSY,Gaming,Mobile,55+,Silver
A327G7W9XLATVH,Gaming,Audio,18-24,Silver
AE8HOOT35T7M9,Audio,Mobile,55+,Silver
A3OU1ATJR2FXB3,Gaming,Camera,55+,Platinum
A4F5EXG9A3P78,Wearables,Audio,55+,Silver
AZWL3FAGV1FBC,Gaming,Electronics,45-54,Silver
AJ4XHLUQV3TM3,Computers,Camera,25-34,Silver
A38WZ0ITR34AFN,Wearables,Mobile,55+,Platinum
A14TSOE9HZ1DU5,Wearables,Gaming,35-44,Bronze
A2PB8G6SRSKA76,Electronics,Mobile,35-44,Bronze
AP0DANZC28SUP,Gaming,Wearables,35-44,Bronze
A1NXPHRVTU9VLS,Electronics,Mobile,25-34,Bronze
AQDLDBF902BDS,Wearables,Wearables,45-54,Gold
A2GQ98Q2ZSCUGS,Audio,Wearables,55+,Silver
ATQSZXM2F87L1,Camera,Wearables,25-34,Gold
A10VYNMVS32Z2F,Gaming,Camera,35-44,Platinum
A2EHLAJ998GVID,Networking,Camera,45-54,Silver
A124S6MYD45PIQ,Networking,Gaming,35-44,Bronze
A1SODL5N5GREZ7,Electronics,Electronics,45-54,Platinum
A7WSR9DA9MTPS,Audio,Camera,55+,Silver
A3A553WXEOLZ7X,Audio,Audio,55+,Bronze
A2RWHRV34EKXTR,Audio,Audio,18-24,Platinum
A1J4GHTYCG3TG5,Wearables,Audio,35-44,Bronze
A1LO2RB3F5O30Y,Audio,Networking,35-44,Platinum
A3R1Q5JHKOC36K,Gaming,Camera,55+,Silver
A1AIXJ18EVX6SY,Audio,Gaming,35-44,Gold
A2W57WDWTR2ADQ,Mobile,Camera,55+,Gold
A2DG0U33SPTG4R,Computers,Networking,18-24,Bronze
A2K7OVYCYCGZS9,Audio,Audio,55+,Gold
A44NF7O6L5NJI,Audio,Computers,35-44,Gold
ARXGKOCF0G0UB,Camera,Audio,45-54,Silver
ABWQ7WXX8Q7XC,Wearables,Computers,35-44,Silver
AILQ87HR5FF46,Gaming,Mobile,55+,Gold
A31X0C345WKWQU,Gaming,Electronics,18-24,Bronze
A1S28UTYSK8H3Z,Camera,Computers,35-44,Gold
A3FU6DWIOV0Z9J,Electronics,Wearables,18-24,Bronze
A3LQAIV60YTFZZ,Networking,Camera,25-34,Gold
A22RE7V8QZFICW,Gaming,Wearables,18-24,Gold
A3HSZADR9BF743,Electronics,Camera,25-34,Silver
A2OVOXR7R3YLLO,Electronics,Networking,35-44,Silver
ASQ2R1K6IMBEE,Mobile,Camera,45-54,Silver
A30EW9A5GBY4DA,Wearables,Electronics,18-24,Bronze
A25TRZSXLBQYHH,Wearables,Electronics,45-54,Gold
A1F5LDGTBUN1Z7,Electronics,Electronics,55+,Bronze
A2AY4OGQ4LRC4F,Camera,Camera,45-54,Gold
A2LE8FF12DFCNK,Electronics,Computers,45-54,Platinum
A2JN7GXEJCJFW2,Electronics,Camera,18-24,Bronze
A3FR18QISX9A7Z,Mobile,Wearables,18-24,Platinum
ABBST79C9W5A4,Gaming,Computers,45-54,Gold
A2QSKVQU34BVIP,Computers,Gaming,18-24,Silver
AFIV809NVNI7K,Gaming,Mobile,35-44,Gold
AB4OEYZVJNHZN,Audio,Networking,18-24,Bronze
AC3XDOBYY0VAE,Networking,Gaming,55+,Platinum
A26EU313M9XOC1,Mobile,Gaming,18-24,Platinum
A3MIO1Q3XP5XF,Audio,Mobile,35-44,Silver
A3M7MYB7WJPR29,Mobile,Audio,45-54,Platinum
A18OD0XFVAMWDW,Electronics,Electronics,18-24,Bronze
A2UKT8BG1V8738,Audio,Audio,35-44,Platinum
A3DQ1KW9PF9OGI,Audio,Wearables,45-54,Bronze
A2X1XWGN6YYQ7E,Networking,Wearables,45-54,Platinum
A1VF2QBX1Y9NH3,Gaming,Mobile,35-44,Platinum
A3LVFES6ZN7BDP,Electronics,Electronics,45-54,Gold
ATDU3E6MELIMF,Audio,Audio,18-24,Gold
AJ3NAYRJK99A7,Electronics,Gaming,18-24,Silver
A1536I6ZYYH1NL,Networking,Electronics,25-34,Gold
A2HHR8DLQ6WSUB,Computers,Camera,18-24,Platinum
A3C9B3PZL9628F,Wearables,Mobile,45-54,Silver
A83XEDX3MZ5CR,Networking,Computers,25-34,Silver
A1H6MI6SGEMDA,Wearables,Electronics,45-54,Silver
A3IOYKBN9AU72D,Audio,Electronics,18-24,Bronze
A1MTNIU2B9A3NF,Wearables,Electronics,55+,Silver
A2EWRE6S51SPJI,Mobile,Wearables,25-34,Silver
A2NXXNV3Y6XBGM,Electronics,Mobile,25-34,Gold
A38OUK7WGC2CPP,Computers,Networking,18-24,Silver
A31U7CXJXK4J65,Camera,Mobile,18-24,Bronze
A3HLWLAB4IOTNG,Electronics,Wearables,55+,Silver
A24NXI8W2T9Q8G,Mobile,Wearables,55+,Bronze
A2FMQ1GEMO9J5P,Mobile,Camera,18-24,Silver
A3THMVCBWN0X01,Audio,Camera,18-24,Gold
A2ELSYW687741T,Wearables,Gaming,55+,Silver
A1Z4B5RXTRX0JG,Electronics,Computers,25-34,Gold
A1WQVK5SD689TJ,Wearables,Electronics,45-54,Silver
A1ZOS9L5M95CS1,Electronics,Electronics,35-44,Gold
A22T1FCGG1W82F,Computers,Computers,18-24,Silver
A28RBLQ0ZX4HP7,Computers,Electronics,35-44,Gold
ATLSR3QVN9URK,Mobile,Electronics,18-24,Platinum
A2BAPNG6I82DUY,Gaming,Camera,25-34,Platinum
A10K7QBLLN6VLE,Audio,Audio,18-24,Bronze
AGUORKEEHN2RL,Gaming,Computers,45-54,Silver
A3FNT5YY2SP709,Camera,Wearables,45-54,Silver
ARQUS0QQAS4S8,Wearables,Gaming,35-44,Gold
A1KR84BMGZIKUW,Electronics,Mobile,55+,Gold
ATOYDAVYCK23O,Wearables,Camera,35-44,Gold
AU4ENS17O8DGK,Audio,Camera,55+,Gold
A2Q5010V576P71,Audio,Wearables,45-54,Bronze
A6ACX50IMCVSG,Computers,Audio,45-54,Bronze
A28HUBMSCXVQW0,Camera,Camera,55+,Silver
A1V7P8CH6LYXDO,Computers,Networking,45-54,Bronze
A2AMZC8KT8YLVL,Camera,Gaming,25-34,Gold
A3MI47O6BIIC7K,Gaming,Gaming,18-24,Platinum
A2HHNHXZSHUCW3,Electronics,Gaming,35-44,Gold
A2LDFZE72KMX2I,Mobile,Electronics,35-44,Platinum
A3OH44TR6WHD2F,Gaming,Camera,18-24,Platinum
A3TLAFENCHDUN5,Wearables,Gaming,18-24,Bronze
A3RLQPEAHE178H,Audio,Wearables,25-34,Gold
A16I7TH03ZUMDG,Gaming,Wearables,45-54,Bronze
A2XN7FWZMHR8YS,Wearables,Networking,35-44,Platinum
A1UI7N2OESNWBM,Camera,Camera,35-44,Gold
A2AAI8LLI7BK44,Audio,Audio,45-54,Silver
A18LVHY887HL23,Mobile,Computers,25-34,Bronze
A140F5F84CBDM6,Mobile,Mobile,18-24,Gold
A19YABSFJKPYL8,Computers,Computers,55+,Platinum
AN3SJJ4XPJ252,Electronics,Electronics,18-24,Silver
AQEEG8MN6W77X,Audio,Networking,55+,Silver
A1KXOLXPL2D0SV,Wearables,Computers,18-24,Gold
AZE7DX0MAJ7OM,Networking,Wearables,35-44,Silver
A2972J80I78IRX,Electronics,Electronics,55+,Silver
A2IBQO9NM6188B,Wearables,Networking,18-24,Platinum
ALQPGYT71R5JA,Gaming,Computers,45-54,Silver
AVT4USK1CNOH0,Gaming,Audio,18-24,Silver
A2IBRTI9KWYQQX,Gaming,Networking,55+,Platinum
A1BVSHPJ4K7E0I,Wearables,Audio,55+,Gold
AH1TEVXE0LLP9,Wearables,Networking,35-44,Platinum
A2SRWAJ3UV7QAI,Audio,Computers,25-34,Gold
A1F66IWJU4GSPS,Gaming,Gaming,45-54,Platinum
AGG85M0LRWC6E,Networking,Wearables,18-24,Platinum
A37U8NH2CD9EDX,Wearables,Computers,45-54,Bronze
A2Y6U3BZSVPLGZ,Mobile,Gaming,55+,Silver
A2XCCQTMDTE4X0,Electronics,Networking,35-44,Platinum
AB2CDT5DIBVBK,Electronics,Camera,25-34,Gold
ARQE3WS5SF4LL,Electronics,Networking,25-34,Platinum
AJNVVCEKBGKWS,Mobile,Wearables,55+,Bronze
A2EDBV7GWEVYJY,Camera,Electronics,25-34,Gold
A14DZ4DT1H96HI,Networking,Networking,25-34,Silver
AMJG8KXXE86BJ,Computers,Camera,55+,Silver
A29QNTUD3BU9AJ,Wearables,Wearables,45-54,Silver
A9SOPOJPXJKFD,Computers,Mobile,18-24,Gold
A3C9WDYN7NG78J,Electronics,Electronics,35-44,Bronze
A1KJG4QIFO389U,Computers,Wearables,35-44,Gold
A3B21QOZCOMP07,Wearables,Networking,55+,Bronze
A2X40LIWIXJ3WY,Networking,Electronics,25-34,Platinum
A2SOBK4UT4LL5U,Networking,Electronics,25-34,Gold
A13UX3ONE34JJK,Camera,Computers,35-44,Platinum
A38C0KN1CM4454,Computers,Networking,18-24,Gold
A3DI391K4GAI7Q,Camera,Computers,45-54,Gold
A1LQD58LXQ8JA7,Wearables,Gaming,35-44,Bronze
A3OASPX3DOPG99,Computers,Mobile,25-34,Bronze
A36AAV5V9XH6G,Networking,Electronics,55+,Gold
AESQRPBILDST6,Audio,Networking,18-24,Bronze
A1JTYXK71355T4,Mobile,Camera,25-34,Bronze
A2SAK6Z0KV9NVC,Gaming,Wearables,55+,Silver
A2LFR6TFIADXZN,Mobile,Camera,25-34,Bronze
ALH4UN3LA006I,Computers,Wearables,55+,Platinum
A2MF0N72JVXDAP,Wearables,Computers,55+,Gold
A3SA6GK5YDDR69,Camera,Networking,18-24,Platinum
A2ASURKS0UQK6B,Audio,Wearables,55+,Bronze
A2T0T3X0P5ERMR,Computers,Wearables,45-54,Gold
A2LJ1M369ZQB7R,Camera,Computers,25-34,Silver
AO8AF5QJRZ8O1,Electronics,Camera,45-54,Bronze
A2AT1VB213NFEZ,Camera,Electronics,35-44,Platinum
A22OP7W96PKM2T,Networking,Mobile,18-24,Gold
A3J621E45S3WAY,Gaming,Gaming,25-34,Gold
A1AR6JWXFH9PAR,Wearables,Gaming,35-44,Bronze
A3VV72QH3SHRN3,Mobile,Mobile,45-54,Gold
A2DRHA5QVB0IZ2,Camera,Audio,25-34,Silver
A2X0TMLDOPNTHY,Computers,Mobile,35-44,Gold
A1I6XOLYR0K4JF,Audio,Wearables,55+,Platinum
A2UELJ0I8UTG15,Wearables,Electronics,25-34,Platinum
A2Q4BL0E6WZSTE,Gaming,Computers,25-34,Platinum
AR7O653NMY6QQ,Computers,Computers,18-24,Gold
A3PUMQTSXH5O6O,Electronics,Gaming,18-24,Silver
